Country,,,,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya
May-04,May,5,2004,0.01269,1500.00,2633.00,1633.00,1613.00,2520.00,#N/A,#N/A,#N/A,#N/A,#N/A,1500.00,3000.00,800.00,100.00,1660.00,3200.00,1500.00,1600.00,10.00,#N/A,#N/A,1200.00,26.00,23.00,#N/A,#N/A,16.17,642.00,5228.00,#N/A,#N/A,10.52,9.65,750.00,4798.00,24.00,8478.00,757.00,4858.46,565.85,4210.00,647.20,514.00,5028.33,582.58,5886.90,787.05,5641.67
Jun-04,June,6,2004,0.01268,1490.00,2733.00,1250.00,1820.00,2463.00,#N/A,#N/A,#N/A,#N/A,#N/A,1300.00,2000.00,700.00,800.00,1447.00,3000.00,1300.00,1200.00,10.00,#N/A,#N/A,1533.00,31.00,22.00,#N/A,#N/A,16.01,664.00,5490.00,#N/A,#N/A,10.08,10.25,780.00,4652.00,26.00,8000.00,946.00,5071.54,782.23,4662.50,685.88,626.00,5466.67,622.08,5535.00,1021.77,6903.33
Jul-04,July,7,2004,0.01256,1569.00,2980.00,1460.00,1730.00,2610.00,#N/A,#N/A,#N/A,#N/A,#N/A,1500.00,3000.00,700.00,1000.00,1690.00,3450.00,1100.00,1307.00,10.00,#N/A,#N/A,600.00,27.00,24.00,#N/A,#N/A,16.34,715.00,7342.00,#N/A,#N/A,10.31,9.70,704.00,4724.00,26.00,6617.00,778.00,5233.85,758.95,4507.50,922.40,517.00,5590.00,639.26,5839.60,922.49,7206.76
Aug-04,August,8,2004,0.01244,1617.00,2974.00,1346.00,1758.00,2589.00,#N/A,#N/A,#N/A,#N/A,#N/A,1500.00,2400.00,800.00,1300.00,1500.00,3350.00,967.00,1200.00,11.00,#N/A,#N/A,1600.00,27.00,24.00,#N/A,#N/A,15.93,677.00,4524.00,#N/A,#N/A,10.85,9.43,751.00,4770.00,26.00,7428.00,792.00,#N/A,#N/A,4795.00,917.00,601.00,5250.00,509.72,5815.22,869.16,7507.14
Sep-04,September,9,2004,0.01246,1584.00,3164.00,1510.00,1756.00,2475.00,#N/A,#N/A,#N/A,#N/A,#N/A,1450.00,2800.00,1100.00,2800.00,1533.00,3600.00,#N/A,1400.00,13.00,#N/A,#N/A,2300.00,26.00,25.00,#N/A,#N/A,16.26,677.00,4667.00,#N/A,#N/A,10.84,9.85,699.00,4920.00,24.00,8600.00,892.00,4832.31,564.02,5495.00,756.25,577.00,5273.33,735.65,5853.88,955.33,6342.37
Oct-04,October,10,2004,0.01237,1589.00,3480.00,1638.00,2000.00,2550.00,#N/A,#N/A,#N/A,#N/A,#N/A,1363.00,2800.00,533.00,#N/A,1547.00,3800.00,900.00,1440.00,13.00,#N/A,#N/A,2000.00,25.00,26.00,#N/A,#N/A,15.73,647.00,4586.00,#N/A,#N/A,11.83,11.55,736.00,4898.00,26.00,9000.00,829.00,4293.85,710.79,5200.00,617.88,543.00,5056.67,698.38,5879.17,911.59,6316.00
Nov-04,November,11,2004,0.01237,1600.00,3100.00,1713.00,1923.00,2729.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1545.00,3400.00,1067.00,1733.00,12.00,#N/A,#N/A,#N/A,26.00,26.00,#N/A,#N/A,16.39,660.00,4699.00,#N/A,#N/A,10.92,11.80,690.00,4950.00,24.00,7850.00,877.00,4144.62,546.18,4595.00,641.08,607.00,5265.00,716.55,5492.33,823.76,5678.26
Dec-04,December,12,2004,0.01258,1600.00,2900.00,1575.00,1800.00,2690.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1530.00,3400.00,1100.00,1800.00,13.00,#N/A,#N/A,#N/A,28.00,24.00,#N/A,#N/A,15.65,581.00,3721.00,#N/A,#N/A,10.77,12.48,696.00,4774.00,25.00,7000.00,890.00,4320.00,891.88,4255.00,689.83,598.00,4803.33,1685.60,4633.17,744.89,4275.86
Jan-05,January,1,2005,0.0129,1480.00,3050.00,1196.00,1943.00,2171.00,25.00,98.00,23.00,69.49,58.39,1263.00,#N/A,#N/A,#N/A,1500.00,3600.00,1050.00,1800.00,13.00,#N/A,1900.00,1500.00,24.00,24.00,1513.44,2844.00,20.00,789.00,6735.00,1727.27,#N/A,19.00,10.10,793.00,4718.00,28.00,8265.00,889.00,4048.46,424.43,3599.30,721.45,585.00,8520.00,704.83,5323.76,777.53,5555.00
Feb-05,February,2,2005,0.01306,1600.00,3000.00,1250.00,1800.00,2033.00,25.00,105.00,24.00,68.89,57.79,1220.00,2950.00,850.00,850.00,1473.00,3600.00,1033.00,1875.00,14.00,#N/A,1895.00,1500.00,23.00,24.00,1425.83,2908.00,20.00,863.00,6401.00,1800.00,#N/A,20.00,11.85,749.00,4540.00,29.00,8583.00,861.00,3955.62,449.72,2798.75,821.58,651.00,8590.00,689.13,5256.10,820.88,6150.83
Mar-05,March,3,2005,0.01346,1500.00,3092.00,1730.00,1767.00,1942.00,25.00,105.00,24.00,68.49,57.39,1200.00,4000.00,850.00,1000.00,1420.00,3950.00,1800.00,1667.00,14.00,#N/A,1800.00,2500.00,25.00,25.00,1395.71,3493.00,19.00,#N/A,4998.00,1546.67,#N/A,22.00,10.08,926.00,4278.00,30.00,7425.00,733.00,4580.77,491.55,2035.00,897.60,672.00,8370.00,698.42,5631.70,872.22,6695.00
Apr-05,April,4,2005,0.01319,1500.00,3100.00,2500.00,1875.00,2117.00,25.00,105.00,26.00,71.99,61.99,1100.00,3600.00,1050.00,1000.00,1400.00,3760.00,1560.00,1850.00,14.00,#N/A,2987.00,1867.00,26.00,26.00,1434.00,3620.00,23.00,884.00,5938.00,1633.33,#N/A,23.00,9.58,958.00,4645.00,31.00,6500.00,796.00,4886.92,541.55,3193.75,810.45,566.00,7883.33,814.72,6167.60,904.47,7243.33
May-05,May,5,2005,0.01312,1500.00,3200.00,2925.00,1950.00,2211.00,27.00,110.00,26.00,71.99,61.99,1190.00,#N/A,#N/A,#N/A,1450.00,4000.00,1588.00,1800.00,15.00,#N/A,2900.00,1800.00,27.00,25.00,1511.11,3489.00,21.00,825.00,4930.00,1746.67,#N/A,24.00,10.15,988.00,4680.00,31.00,7015.00,858.00,5236.15,599.25,3363.75,647.03,578.00,7118.33,865.00,6493.46,1054.67,7789.00
Jun-05,June,6,2005,0.01308,1510.00,3232.00,1550.00,2000.00,2279.00,25.00,98.00,22.00,72.99,62.99,1250.00,3560.00,600.00,1200.00,1550.00,3200.00,950.00,1200.00,15.00,#N/A,#N/A,#N/A,33.00,24.00,1639.64,2850.00,21.00,870.00,5826.00,1703.64,#N/A,21.00,11.25,1065.00,5097.00,31.00,7015.00,719.00,5594.62,909.79,3600.00,718.73,618.10,6116.67,708.50,6763.40,1230.47,8370.75
Jul-05,July,7,2005,0.01315,1480.00,3183.00,1192.00,1942.00,2346.00,25.00,110.00,20.00,72.49,62.49,1237.00,2125.00,555.56,1266.67,1447.00,#N/A,#N/A,#N/A,16.00,#N/A,#N/A,#N/A,28.00,25.00,1528.33,2538.00,24.00,931.00,7479.00,1625.00,#N/A,18.00,11.38,1000.00,5390.00,34.00,4223.00,725.00,5849.08,888.26,3693.75,1031.08,645.43,5375.00,749.40,7357.27,1333.11,8604.53
Aug-05,August,8,2005,0.01322,1500.00,3000.00,1000.00,2078.00,2311.00,25.00,105.00,20.00,74.99,64.99,1125.00,1631.00,621.88,1184.62,1075.00,#N/A,#N/A,#N/A,17.00,#N/A,#N/A,#N/A,29.00,24.00,1326.00,2543.00,19.00,928.00,6409.00,1550.00,#N/A,24.00,11.63,967.00,5729.00,34.00,7514.00,849.00,#N/A,#N/A,4907.50,1045.00,696.50,5761.67,653.38,6583.27,1376.80,9269.49
Sep-05,September,9,2005,0.01354,1200.00,2845.00,1048.00,1895.00,3035.00,25.00,105.00,20.00,76.99,65.99,900.00,1920.00,692.00,980.00,1182.00,#N/A,#N/A,#N/A,20.00,#N/A,1425.00,1525.00,28.00,25.00,1162.63,2511.00,24.00,1003.00,5851.00,1438.24,#N/A,25.00,11.25,952.00,6079.00,33.00,8004.00,837.00,5553.08,600.00,5607.48,1042.85,703.17,5691.67,1143.15,6650.10,1373.86,7180.67
Oct-05,October,10,2005,0.01361,1500.00,2979.00,1186.00,1879.00,2121.00,25.00,105.00,20.00,75.99,64.99,1300.00,2133.00,900.00,844.44,1087.00,#N/A,#N/A,#N/A,17.00,#N/A,1500.00,1575.00,26.00,23.00,1189.29,2500.00,24.00,838.00,5071.00,1537.14,#N/A,26.00,13.73,883.00,5379.00,32.00,7360.00,913.00,4423.08,812.08,5759.05,950.68,744.20,5283.83,922.24,6743.85,1156.59,6860.19
Nov-05,November,11,2005,0.01344,1550.00,2700.00,1720.00,1630.00,1935.00,25.00,105.00,20.00,74.99,64.99,1240.00,2400.00,1000.00,800.00,1190.00,3250.00,1592.00,1400.00,13.00,#N/A,2000.00,1600.00,26.00,24.00,1212.00,2608.00,23.00,876.00,5146.00,1546.50,#N/A,24.00,14.33,777.00,5446.00,32.00,8236.00,850.00,4436.92,650.00,4731.13,804.03,713.10,4744.45,1028.30,6341.03,1108.04,6703.16
Dec-05,December,12,2005,0.01372,1600.00,2780.00,2020.00,1640.00,1900.00,25.00,110.00,20.00,74.99,64.99,1200.00,2920.00,#N/A,#N/A,1125.00,3200.00,1760.00,1440.00,15.00,#N/A,2600.00,2000.00,27.00,21.00,1280.00,2700.00,25.00,736.00,3876.00,1500.00,#N/A,30.00,14.70,704.00,4945.00,32.00,6810.00,829.00,4385.90,1141.81,4695.53,1126.28,597.43,5933.33,1024.80,5655.08,907.49,4842.01
Jan-06,January,1,2006,0.01389,1399.00,3175.00,2525.00,1960.00,2185.00,26.00,115.00,22.00,75.99,65.99,1192.00,2799.00,#N/A,#N/A,1175.00,4000.00,1933.33,1600.00,15.00,39.00,2250.00,1800.00,26.00,21.00,1480.00,3246.00,30.00,723.00,2784.00,2071.00,50.69,30.00,13.08,818.00,4231.00,15.00,6165.00,958.00,1516.00,565.40,3803.68,826.50,655.00,7833.33,657.00,4040.00,831.00,4248.00
Feb-06,February,2,2006,0.01402,1488.00,3485.00,2780.00,2260.00,2480.00,26.00,120.00,25.00,74.99,64.99,1304.00,3150.00,1869.00,1504.00,1300.00,4000.00,2133.00,1600.00,18.00,42.00,2800.00,2000.00,28.00,22.00,1523.00,3400.00,29.00,556.00,2590.00,2280.00,52.57,30.00,16.05,747.00,4707.00,16.00,6917.00,847.00,1321.00,537.50,3523.75,1051.23,618.00,6096.12,912.00,3702.00,765.00,4166.00
Mar-06,March,3,2006,0.0139,1500.00,3760.00,2945.00,2250.00,2455.00,26.00,108.00,25.00,75.99,65.99,1162.22,3305.00,1576.75,1115.75,1433.00,4515.00,3371.25,1595.00,18.00,47.00,3100.00,2000.00,27.00,22.00,1476.00,3959.00,27.00,432.00,1685.00,2290.00,52.48,25.00,13.95,715.00,4195.00,15.00,5456.00,795.00,1300.00,545.13,2428.80,922.88,633.00,6640.00,822.00,3541.00,979.00,5078.00
Apr-06,April,4,2006,0.0141,1540.00,4310.00,2793.75,2310.00,2503.00,26.00,110.00,25.00,76.64,66.64,1277.00,3060.00,1433.00,1035.00,1520.00,4640.00,3440.00,1600.00,19.00,53.00,2800.00,2000.00,30.00,24.00,1595.00,3995.00,28.00,645.00,2013.00,2850.00,53.61,25.00,12.55,882.00,4743.00,16.00,5755.00,779.00,3765.00,876.00,3625.00,792.08,678.00,7030.00,982.00,3779.00,1122.00,6359.00
May-06,May,5,2006,0.01412,1624.76,4505.00,2014.29,2014.29,2581.00,26.00,120.00,25.00,77.89,67.89,1445.26,3311.00,1242.11,1031.58,1583.00,4543.00,2000.00,1400.00,22.00,51.00,#N/A,#N/A,26.00,22.00,1739.47,3979.00,25.00,878.00,3282.00,2768.42,55.91,24.00,12.53,969.00,5731.00,14.00,4627.00,888.00,4250.00,951.00,4182.50,792.08,674.00,7150.00,716.00,4258.00,1282.00,8051.00
Jun-06,June,6,2006,0.01384,1550.91,3017.00,1060.93,1978.07,2071.00,26.00,120.00,22.00,81.09,71.09,1549.00,2978.00,811.11,1322.22,1753.00,3340.00,1055.00,1220.00,22.00,53.00,#N/A,#N/A,27.00,20.00,1814.75,2706.00,22.00,887.00,3943.00,2566.67,56.80,23.00,14.28,981.00,6238.00,15.00,6355.00,826.00,5397.00,972.00,5962.50,1045.00,700.00,6520.00,1083.00,7166.00,1335.00,8671.00
Jul-06,July,7,2006,0.0137,1690.67,2760.00,1003.00,1680.00,2024.00,26.00,115.00,22.00,84.99,73.99,1550.00,2260.00,600.00,1000.00,1660.00,3200.00,820.00,1450.00,22.00,51.00,#N/A,#N/A,26.00,21.00,1695.00,2750.00,23.00,831.00,4420.00,2411.67,57.16,23.00,13.28,953.00,6621.00,17.00,7375.00,884.00,5682.00,1120.70,4825.00,978.00,700.00,8783.33,1011.00,6434.00,1338.00,9559.00
Aug-06,August,8,2006,0.01382,1585.75,2887.00,1576.25,1668.75,2211.00,26.00,120.00,20.00,83.99,72.99,1529.50,1975.00,843.33,925.00,1480.00,2777.00,#N/A,#N/A,21.00,42.00,#N/A,#N/A,27.00,22.00,1131.25,2799.00,23.00,1015.00,5934.00,2140.00,56.92,26.00,13.88,954.00,6475.00,15.00,6213.00,865.00,7530.00,1048.50,5265.00,904.00,730.00,7825.00,1104.00,10608.00,1345.00,9941.00
Sep-06,September,9,2006,0.01381,1278.00,3093.00,1323.13,1905.00,2016.00,26.00,120.00,20.00,85.99,74.99,1124.38,2700.00,606.25,967.50,1300.00,2811.00,#N/A,#N/A,19.00,42.00,#N/A,#N/A,29.00,20.00,1075.00,3044.00,22.00,1094.00,4732.00,2125.00,55.77,21.00,14.13,1180.00,5933.00,13.00,6652.00,844.00,7333.00,1448.40,6886.55,1206.95,747.00,7093.33,1247.00,6509.00,1281.00,9489.00
Oct-06,October,10,2006,0.0139,1293.25,3280.00,2042.50,2133.33,2333.00,26.00,120.00,20.00,79.99,69.99,1053.00,2400.00,1118.00,1020.00,1200.00,2889.00,#N/A,#N/A,19.00,44.00,#N/A,#N/A,30.00,21.00,1133.00,3024.00,23.00,994.00,5594.00,1915.00,54.97,23.00,17.88,1204.00,6681.00,15.00,6830.00,915.00,6050.00,1401.90,8233.93,1303.18,727.00,6175.00,1251.00,5721.00,1276.00,9168.00
Nov-06,November,11,2006,0.01414,1273.60,3032.00,2231.00,2108.00,2352.00,27.00,135.00,20.00,77.99,67.99,1000.00,2675.00,1325.00,1200.00,1260.00,3200.00,1610.00,1670.00,19.00,44.00,#N/A,#N/A,28.00,20.00,1148.00,2774.00,31.00,1412.00,4595.00,1736.00,53.08,19.00,18.50,1225.00,6970.00,18.00,7530.00,1143.00,7679.00,5078.00,7978.58,1583.33,772.00,7491.67,1184.00,7120.00,1370.00,9582.00
Dec-06,December,12,2006,0.01449,1245.00,3078.00,1378.75,1877.50,2090.00,27.00,140.00,24.00,76.99,66.99,1000.00,2600.00,1000.00,1400.00,1300.00,3467.00,1433.00,1400.00,20.00,44.00,#N/A,#N/A,28.00,20.00,1123.13,2759.00,28.00,1367.00,5937.00,1566.00,52.44,20.00,18.53,1350.00,6985.00,24.00,7119.50,1271.00,6500.00,1950.00,7362.50,1624.25,832.00,11727.78,1166.00,8821.00,1400.00,11141.00
Jan-07,January,1,2007,0.0144,1337.50,3107.00,1695.45,1677.27,2039.00,27.00,130.00,20.00,75.99,65.99,947.50,2730.00,1215.00,1340.00,1150.00,3300.00,1530.77,1400.00,18.00,37.00,#N/A,#N/A,30.00,16.00,1061.90,3000.00,20.00,1282.00,5005.00,1600.00,51.85,25.00,19.50,1217.00,6891.00,20.00,11325.00,1225.00,8849.00,1600.00,8072.90,1350.80,870.00,6291.67,1163.00,9000.00,1455.00,11546.00
Feb-07,February,2,2007,0.01445,1322.50,2810.00,1537.50,1670.00,1920.00,27.00,135.00,20.00,75.99,65.99,944.21,2784.00,873.68,1189.47,1200.00,3170.00,1452.94,2510.00,17.00,30.00,#N/A,#N/A,30.00,16.00,1062.50,3053.00,23.00,1214.00,4614.00,1870.00,49.68,24.00,20.00,1004.00,5833.00,16.00,9375.00,1352.00,5139.00,1417.00,8983.30,1360.70,773.00,6588.33,1075.00,8100.00,1419.00,10286.00
Mar-07,March,3,2007,0.01453,1193.80,3056.00,1304.00,1724.00,1760.00,27.00,135.00,20.00,76.99,66.99,1027.50,2729.00,1162.50,1208.33,1230.00,3530.00,1495.65,2021.74,8.00,23.00,#N/A,#N/A,30.00,14.00,1035.42,3072.00,22.00,1400.00,6281.00,1768.00,48.63,24.00,20.00,1269.00,8056.00,15.00,9012.00,1424.00,5250.00,1460.00,8000.00,1137.50,763.00,6371.67,1174.00,6718.00,1434.00,10841.00
Apr-07,April,4,2007,0.01468,1177.78,3016.00,1545.26,1721.05,1816.00,27.00,130.00,20.00,80.69,70.69,1113.33,2840.00,1366.67,1166.67,1223.00,3600.00,1623.53,1583.33,8.00,30.00,#N/A,#N/A,31.00,12.00,1047.37,3050.00,26.00,1172.00,5554.00,1621.00,47.55,26.00,20.00,1285.00,8233.00,15.00,7897.00,1141.00,5133.00,1374.00,9750.00,1233.30,775.00,6072.22,1006.00,7538.00,1452.00,10894.00
May-07,May,5,2007,0.01505,1242.86,3071.00,1900.00,1619.05,1781.00,27.00,130.00,20.00,80.99,70.99,1171.43,2772.00,1495.24,1555.00,1286.00,3257.00,1672.50,1438.10,8.00,34.00,#N/A,#N/A,29.00,15.00,1078.57,3195.00,33.00,1310.00,6128.00,1610.00,47.41,23.00,18.00,1435.00,8207.00,14.00,6918.00,1020.00,5420.00,1385.00,9500.00,1126.70,747.00,6250.00,1210.00,8021.00,1438.00,10530.00
Jun-07,June,6,2007,0.01513,1204.44,3083.00,1977.78,1570.59,1728.00,27.00,125.00,20.00,81.49,71.49,1204.71,2800.00,1200.00,1359.08,1269.00,3200.00,1561.54,1400.00,9.00,35.00,#N/A,#N/A,30.00,15.00,1200.00,3194.00,29.00,1340.00,8833.00,1553.00,47.67,21.00,15.50,1209.00,9506.00,12.00,7292.00,1029.00,5634.00,1320.00,7200.00,1200.00,773.00,10577.78,1292.00,8150.00,1416.00,10193.00
Jul-07,July,7,2007,0.01503,1215.91,3261.00,2108.70,1665.22,1796.00,28.00,140.00,20.00,81.69,71.69,1191.43,2723.00,1118.10,1389.52,1375.00,3733.00,1460.00,1400.00,9.00,35.00,2075.00,1100.00,30.00,15.00,1183.91,3311.00,25.00,1250.00,6819.00,1609.00,47.64,20.00,15.00,1206.00,9092.00,13.00,10517.00,968.00,6025.00,1375.00,7142.90,1094.40,780.00,10583.33,1281.00,9175.00,1293.00,9624.00
Aug-07,August,8,2007,0.01509,1197.73,3148.00,2147.83,1943.48,2130.00,28.00,140.00,22.00,82.49,72.49,1195.29,2412.00,1188.24,1405.88,1400.00,4000.00,1530.00,1400.00,9.00,35.00,1560.00,2525.00,28.00,15.00,1202.17,3371.74,30.00,1382.00,5832.00,1502.00,47.80,21.00,18.40,1140.00,8669.00,14.00,9318.00,1398.00,6569.00,1388.00,7350.00,1293.80,822.00,7383.33,1200.00,9020.00,1289.00,9450.00
Sep-07,September,9,2007,0.01506,1238.68,3237.00,2894.74,1810.53,2047.00,29.00,135.00,22.00,83.49,73.49,1200.77,2423.00,1192.31,1857.14,1200.00,3415.00,1657.14,1516.67,9.00,35.00,#N/A,#N/A,28.00,18.00,1230.00,3517.50,29.00,1380.00,7686.00,1775.00,47.99,23.00,18.30,1328.00,9189.00,14.00,10976.00,1391.00,6967.00,1596.00,8194.40,1396.70,801.00,8966.67,1191.00,9264.00,1278.00,9174.00
Oct-07,October,10,2007,0.01507,1229.32,3023.00,2181.82,1581.82,1995.00,30.00,135.00,23.00,86.29,76.29,1303.13,2615.00,1531.25,1518.75,1233.00,3367.00,1800.00,1500.00,9.00,35.00,2500.00,1200.00,27.00,15.00,1213.64,3272.73,31.00,1310.00,6940.00,1718.00,48.11,23.00,18.70,1408.00,9517.00,13.00,11415.00,1377.00,7005.00,1339.00,9083.30,1413.00,803.00,8191.67,1311.00,9299.00,1273.00,8905.00
Nov-07,November,11,2007,0.01537,1235.45,3300.00,2300.00,1800.00,1900.00,31.00,135.00,23.00,87.79,77.79,1214.12,2800.00,1582.35,1200.00,1307.00,4000.00,1828.57,1426.67,9.00,40.00,2325.00,1500.00,27.00,18.00,1270.00,3450.00,26.00,1400.00,6962.00,1800.00,48.22,21.00,17.80,1447.00,10667.00,13.00,12055.00,1544.00,6831.00,1109.00,888.90,1212.50,897.00,7750.00,1190.00,7987.00,1261.00,8520.00
Dec-07,December,12,2007,0.01594,1069.17,4350.00,2216.67,1833.33,2200.00,32.00,145.00,23.00,88.99,78.99,1156.25,2913.00,1662.50,1250.00,1214.00,4000.00,1933.33,1514.29,14.00,50.00,2300.00,1200.00,30.00,23.00,1274.44,3488.89,31.00,1420.00,7429.00,1820.00,48.33,24.00,20.00,1343.00,10375.00,14.00,9100.00,1204.00,6249.00,1682.00,6250.00,1389.50,894.00,11527.78,1563.00,9330.00,#N/A,8263.00
Jan-08,January,1,2008,0.0149,1347.00,3700.00,3091.58,1913.16,2311.00,33.00,162.00,20.00,91.99,81.99,1200.00,3200.00,2000.00,1400.00,1280.00,#N/A,1542.00,#N/A,16.00,55.00,3020.00,1280.00,37.00,22.00,1431.58,4373.68,31.00,1405.00,6772.00,1870.00,52.99,22.00,25.00,1474.00,11224.00,13.00,10577.00,1333.00,6249.00,1468.00,6080.00,1257.00,808.00,9200.00,1541.00,9243.00,1222.00,#N/A
Feb-08,February,2,2008,0.01477,1340.00,3800.00,2810.00,1820.00,2420.00,33.00,165.00,25.00,92.99,82.99,1000.00,3880.00,1280.00,1500.00,1350.00,7500.00,2300.00,2000.00,15.00,60.00,3000.00,1800.00,38.00,23.00,1425.00,4600.00,29.00,1395.00,7080.00,1710.00,54.50,23.00,25.00,1424.00,10093.00,12.00,11026.00,1396.00,6540.00,1283.00,6986.00,1150.00,749.00,11000.00,1660.00,8580.00,1200.00,8011.00
Mar-08,March,3,2008,0.01593,1419.00,4980.00,3125.00,2865.00,3233.00,33.00,173.00,25.00,97.99,87.99,1175.00,4000.00,1300.00,1500.00,1474.00,7500.00,3000.00,2000.00,15.00,60.00,3600.00,1200.00,35.00,24.00,1462.50,4800.00,33.00,1366.00,8328.00,1880.00,55.80,25.00,25.00,1436.00,11164.00,12.00,11889.00,2101.00,7070.00,1438.00,6986.00,1295.00,734.00,5000.00,1450.00,8420.00,1242.00,8500.00
Apr-08,April,4,2008,0.01661,1516.00,5373.00,3477.27,2518.18,3364.00,33.00,175.00,25.00,99.49,89.49,1449.00,4680.00,2073.68,1666.67,1800.00,6200.00,3277.78,1983.33,13.00,40.00,3533.33,1466.67,40.00,26.00,1625.00,4713.64,31.00,1381.00,8592.00,1909.00,63.21,27.00,29.00,1543.00,10067.00,15.00,11289.00,1879.00,7946.00,1449.00,6951.00,1232.00,696.00,6250.00,1469.00,9310.00,1372.00,10844.00
May-08,May,5,2008,0.01656,1920.00,5310.00,2745.24,2395.24,3326.00,33.00,177.00,26.00,101.99,91.99,1778.00,4800.00,1984.21,1555.56,2400.00,5647.00,3635.29,2200.00,20.00,50.00,3000.00,1200.00,55.00,27.00,1912.38,4592.86,34.00,1343.00,7911.00,2100.00,67.68,27.00,35.00,1593.00,10100.00,16.00,13110.00,1617.00,8300.00,1515.00,8871.00,1193.00,764.00,11500.00,1555.00,12107.00,1837.00,12888.00
Jun-08,June,6,2008,0.01612,2165.00,5093.00,1820.00,2535.00,3621.00,33.00,180.00,26.00,102.99,96.99,1776.00,4784.00,1153.33,1737.50,2050.00,4800.00,2322.50,2050.00,22.00,55.00,2600.00,1800.00,50.00,27.00,1909.29,4123.96,31.00,1324.00,8583.00,2081.25,68.00,28.00,38.00,1596.00,11750.00,17.00,12672.00,1988.00,8220.00,1682.00,8875.00,1247.00,700.00,12400.00,1503.00,11609.00,1576.00,11702.00
Jul-08,July,7,2008,0.01538,1933.00,4962.00,1538.10,2223.81,2600.00,33.00,183.00,25.00,107.99,103.99,1679.00,3913.00,756.25,2150.00,2253.00,4347.00,1600.00,2028.57,27.00,70.00,2250.00,1600.00,47.00,29.00,2085.71,4938.10,32.00,1266.00,7465.00,2192.86,70.29,35.00,42.50,1466.00,11167.00,26.00,11850.00,2094.00,9150.00,1477.00,11764.00,1343.00,652.00,9667.00,1526.00,11664.00,1494.00,11212.00
Aug-08,August,8,2008,0.01522,2081.00,4771.00,1714.29,2323.81,3219.00,33.00,183.00,24.00,109.50,104.50,1854.00,3456.00,705.56,1500.00,2200.00,4800.00,1745.45,2400.00,30.00,70.00,2275.00,1850.00,43.00,30.00,2125.00,5239.47,34.00,1196.00,6804.00,2677.50,77.61,36.00,32.50,1454.00,11043.00,27.00,12544.00,1783.00,8676.00,1419.00,11528.00,1110.00,726.00,8720.00,1607.00,9732.00,1490.00,10737.00
