Country,,,,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya
Sep-08,September,9,2008,0.01463,2083.00,4800.00,2140.00,2330.00,3465.00,34.00,183.00,24.00,106.90,101.20,2205.00,3775.00,822.50,1650.00,2200.00,4800.00,1722.50,2287.50,30.00,70.00,2475.00,2000.00,45.00,31.00,2123.13,5547.50,34.00,1079.00,6019.00,2688.13,80.80,50.00,33.00,1491.00,9567.00,26.00,11750.00,1976.00,8578.00,1361.00,9914.00,1338.00,705.00,11500.00,1408.00,9503.00,1320.00,9731.00
Oct-08,October,10,2008,0.0138,2469.00,4940.00,2624.44,2716.67,3400.00,34.00,181.00,25.00,95.90,88.90,2089.00,4233.00,1322.22,1800.00,2333.00,4800.00,2150.00,2400.00,34.00,80.00,3000.00,2000.00,44.00,32.00,2306.67,5476.67,35.00,1330.00,7324.00,3013.33,81.80,50.00,29.00,1587.00,8867.00,27.00,11750.00,1715.00,7967.00,1697.00,9660.00,1478.00,682.00,6000.00,1358.00,8483.00,1288.00,9586.00
Nov-08,November,11,2008,0.01339,2618.00,5019.00,2715.00,2862.50,3700.00,34.00,182.00,27.00,78.00,73.00,1871.00,4117.00,1508.33,1600.00,2390.00,5260.00,2106.67,2505.00,35.00,80.00,3200.00,2800.00,42.00,42.00,2482.50,4525.00,36.00,1346.00,7664.00,3121.88,91.10,72.00,29.00,1597.00,11750.00,30.00,11143.00,1296.00,7117.00,1287.00,7350.00,1725.00,812.00,3017.00,1315.00,9704.00,1600.00,10423.00
Dec-08,December,12,2008,0.01336,2411.00,4719.00,2165.00,3256.25,3811.00,34.00,180.00,27.00,75.90,70.90,1663.00,4267.00,1500.00,1633.33,2800.00,6220.00,1916.67,2441.67,30.00,65.00,2800.00,2800.00,42.00,42.00,2391.25,4402.50,37.00,1375.00,7709.00,3142.50,86.00,70.00,20.00,1667.00,13967.00,25.00,13375.00,1459.00,7841.00,1473.00,7611.00,1416.00,730.00,#N/A,1320.00,9425.00,1464.00,8864.00
Jan-09,January,1,2009,0.01315,2221.00,4825.00,2550.00,3015.00,4050.00,34.00,180.00,27.00,74.00,69.00,1743.00,4767.00,1725.00,1917.00,2800.00,6375.00,1780.00,2770.00,30.00,65.00,2650.00,3050.00,49.00,44.00,2098.75,4045.00,37.00,1354.00,7143.00,2904.75,73.00,50.00,33.80,1845.00,10798.00,24.00,13483.00,1525.00,7850.00,1308.00,6305.60,1306.00,784.00,5500.00,1302.00,9939.00,1151.00,7810.00
Feb-09,February,2,2009,0.01305,2445.00,4910.00,3035.00,3075.00,3720.00,34.00,127.00,27.00,75.00,70.00,2295.00,4617.00,1582.64,2021.00,2800.00,6380.00,2640.00,2800.00,35.00,65.00,3137.50,3700.00,43.00,42.00,2700.00,4512.50,35.00,1303.00,6948.00,3650.00,101.00,50.00,32.00,1719.00,10152.00,24.00,14697.00,1490.00,7552.00,1223.00,9582.00,1245.00,770.00,10933.00,1385.00,9589.00,1112.00,7622.00
Mar-09,March,3,2009,0.0129,2685.00,4800.00,3450.00,2800.00,4800.00,34.00,127.00,27.00,75.00,70.00,2632.00,4695.00,2261.11,2495.00,2770.00,6240.00,2775.00,2700.00,35.00,65.00,4075.00,3300.00,40.00,42.00,2517.92,4537.50,37.00,1296.00,6661.00,3351.67,96.00,50.00,25.00,1480.00,8736.00,26.00,12893.00,1559.00,7495.00,1148.00,8757.00,1387.00,778.00,11833.00,1396.00,9334.00,1110.00,6820.00
Apr-09,April,4,2009,0.01296,2731.00,4830.00,3863.75,2800.00,4800.00,34.00,126.00,27.00,74.00,68.00,2705.00,4898.00,3163.33,2469.00,2660.00,5880.00,3240.00,2480.00,35.00,70.00,5000.00,3066.67,41.00,44.00,2405.00,5013.75,39.00,1282.00,6275.00,3137.50,86.00,50.00,30.50,1417.00,8400.00,20.00,12635.00,1452.00,7516.00,1332.00,7000.00,1246.00,786.00,15000.00,1212.00,8623.00,1228.00,6806.00
May-09,May,5,2009,0.01329,3160.00,5425.00,4030.00,2800.00,4800.00,35.00,126.00,30.00,76.00,67.00,2760.00,4950.00,3180.00,2780.00,2724.00,5378.00,3437.00,2800.00,36.00,75.00,4750.00,3213.00,46.00,46.00,2475.00,5085.00,40.00,1370.00,7102.00,3210.00,87.00,52.00,28.00,1442.00,9372.00,25.00,7156.00,1336.00,6450.00,1120.00,8950.00,1445.00,810.00,14250.00,1200.00,8246.00,1274.00,6781.00
Jun-09,June,6,2009,0.01333,2854.00,5050.00,2871.00,2800.00,4790.00,34.00,126.00,30.00,75.90,67.90,2776.00,4437.00,1813.00,2913.00,2633.00,4375.00,2620.00,2354.00,36.00,80.00,3379.00,2750.00,47.70,45.00,2435.00,4440.00,43.00,1228.00,6361.00,3062.50,92.00,54.00,35.00,1359.00,7565.00,40.00,7055.00,1380.00,6333.00,1101.00,6680.00,1425.00,794.00,15000.00,1053.00,6602.00,1278.00,6420.00
Jul-09,July,7,2009,0.01351,2684.00,4500.00,1992.00,2800.00,4696.00,34.00,126.00,30.00,80.00,69.90,2817.00,4520.00,784.00,3141.00,2567.00,4318.00,1860.00,1590.00,33.00,70.00,2860.00,3160.00,52.00,47.50,2274.00,4488.00,44.00,1134.00,5957.00,2876.80,90.00,54.00,30.00,1282.00,6725.00,40.00,7274.00,1282.00,6290.00,1100.00,8025.00,1425.00,785.00,10000.00,1290.00,6160.00,1261.00,5530.00
Aug-09,August,8,2009,0.01348,2616.00,4435.00,2333.00,2800.00,4175.00,33.00,133.00,30.00,80.90,72.90,2781.00,4660.00,1028.00,3553.00,2483.00,4400.00,1375.00,2467.00,30.00,60.00,2388.00,3325.00,48.00,43.00,2239.38,4948.75,44.00,1125.00,5485.00,2880.00,86.00,56.00,35.00,1211.00,6500.00,45.00,6719.00,1412.00,6118.00,1085.00,6917.00,1250.00,772.00,13500.00,1094.00,4210.00,1253.00,4962.00
Sep-09,September,9,2009,0.01362,2650.00,4600.00,2415.00,2800.00,4000.00,33.00,139.00,30.00,82.90,76.50,2908.00,4925.00,1675.00,3500.00,2400.00,5467.00,1617.00,2467.00,30.00,60.00,2725.00,2800.00,51.00,43.00,2085.00,5143.75,40.00,1117.00,5069.00,3048.75,84.00,58.00,38.00,1200.00,6500.00,45.00,6400.00,1567.00,5550.00,850.00,6694.00,1250.00,803.00,10000.00,1026.00,5061.00,1244.00,4251.00
Oct-09,October,10,2009,0.01383,2406.00,4688.00,2936.00,2758.00,4238.00,34.00,140.00,28.00,83.90,74.90,2362.00,4850.00,2113.00,3168.00,2380.00,5550.00,1848.00,2400.00,30.00,60.00,3288.00,3200.00,51.00,43.00,2282.50,5222.50,41.00,982.00,5040.00,2745.00,82.00,58.00,35.00,1200.00,6400.00,45.00,5580.00,932.00,5820.00,960.00,7500.00,1309.00,718.00,10600.00,898.00,4037.00,1218.00,4043.00
Nov-09,November,11,2009,0.01384,2465.00,4920.00,3095.00,2700.00,4105.00,34.00,140.00,28.00,84.90,74.90,1989.00,4850.00,2455.00,3600.00,2400.00,5600.00,2713.00,2240.00,30.00,60.00,3483.00,3600.00,46.70,43.00,2322.50,5192.50,39.00,1365.00,6415.00,3150.00,83.00,58.00,36.00,1284.00,7708.00,38.00,7167.00,1456.00,6084.00,1441.00,5000.00,1350.00,768.00,10628.50,1198.00,5458.00,1232.00,4520.00
Dec-09,December,12,2009,0.01371,2692.00,4776.00,2629.00,2723.00,4379.00,34.00,140.00,28.00,83.60,76.90,2113.00,4978.00,2287.00,4000.00,2395.00,5196.00,2820.00,2434.00,30.00,60.00,3100.00,3460.00,45.80,43.00,2300.00,4413.00,36.00,1379.00,6939.00,3150.00,83.00,60.00,37.00,1326.00,9500.00,38.00,7437.50,1377.60,7489.00,1461.00,7166.00,1598.90,846.00,9625.00,1334.00,9333.00,1267.00,6584.00
Jan-10,January,1,2010,0.0137,2525.00,4592.00,2322.00,2742.00,4542.00,34.00,135.00,26.00,83.90,76.90,2142.00,5000.00,1333.00,3360.00,2395.00,4608.00,2448.00,2633.00,30.00,60.00,2700.00,2800.00,49.60,43.00,2306.67,4400.00,36.00,1390.00,7249.00,3150.00,84.10,40.00,33.50,1351.00,10500.00,38.00,6500.00,1459.00,8763.00,1501.00,8833.00,#N/A,790.00,6282.00,1244.00,10516.00,1271.00,8152.00
Feb-10,February,2,2010,0.01359,2155.00,4248.00,1745.00,2738.00,4524.00,34.00,135.00,26.00,83.90,77.40,2081.00,5010.00,883.00,3106.00,2395.00,4500.00,2428.00,2700.00,20.00,50.00,2375.00,2800.00,45.70,43.00,2115.00,4367.50,39.00,1337.00,6424.00,3227.50,83.40,42.00,37.00,1298.00,10750.00,40.00,8875.00,1540.00,8820.00,1555.00,8917.00,#N/A,785.00,9920.00,1762.00,11616.00,1311.00,9820.00
Mar-10,March,3,2010,0.01354,2072.00,4672.00,1640.00,2900.00,4384.00,34.00,137.00,24.00,88.90,77.80,1953.00,5067.00,663.00,3685.00,2400.00,4560.00,1725.00,2700.00,16.00,50.00,2300.00,1400.00,44.50,38.00,1920.00,4531.33,34.00,1427.00,7049.00,3150.00,84.00,44.00,30.00,1403.00,11000.00,40.00,9708.00,1378.00,9150.00,1580.00,7267.00,1562.00,804.00,9417.00,1954.00,12021.00,1303.00,12533.00
Apr-10,April,4,2010,0.01346,2048.00,4764.00,2262.00,2935.00,4344.00,35.00,140.00,23.00,89.90,79.00,1910.00,5033.00,932.00,3776.00,2360.00,4673.00,2025.00,2609.00,13.00,45.00,2533.00,1933.00,44.93,33.00,1821.00,4538.40,33.00,1435.00,7178.00,3060.00,77.50,44.00,25.00,1450.00,11500.00,44.00,9708.00,1600.00,9230.00,1630.00,11260.00,1413.00,933.00,12813.00,1898.00,12958.00,1327.00,12584.00
May-10,May,5,2010,0.01321,1970.00,4800.00,2305.00,3000.00,4295.00,31.00,138.00,25.00,89.90,79.90,1652.00,4178.00,1317.00,3600.00,1556.00,4328.00,2130.00,2643.00,13.00,45.00,2500.00,2700.00,46.00,33.00,1670.00,4741.25,36.00,1495.00,7693.00,2625.63,75.60,44.00,25.00,1470.00,12100.00,44.00,9000.00,2328.00,10029.00,1640.00,10900.00,1533.00,1040.00,15100.00,2140.00,10387.00,1495.00,13210.00
Jun-10,June,6,2010,0.01287,1948.00,4730.00,2306.00,2992.00,4288.00,33.00,156.00,25.00,89.90,81.90,1556.00,3627.00,1443.00,3765.00,1724.00,4252.00,2321.00,2227.00,6.00,40.00,2733.00,2000.00,44.00,33.00,1526.00,4172.00,39.00,1520.00,7834.00,2251.50,71.00,48.00,25.00,1500.00,12000.00,44.00,8500.00,1912.00,11214.00,1853.00,10911.00,1644.00,1276.00,15750.00,2222.00,13683.00,1502.00,13440.00
Jul-10,July,7,2010,0.01279,1908.00,4664.00,2975.00,3054.00,4236.00,34.00,154.00,27.00,89.90,77.90,1500.00,2842.00,1896.00,3730.00,1590.00,3820.00,2796.00,2249.00,15.00,45.00,3750.00,2200.00,43.61,33.00,1470.00,4227.00,41.00,1713.00,8353.00,1530.00,74.00,50.00,26.40,1350.00,11500.00,44.00,8500.00,2453.00,12419.00,1900.00,9833.00,1879.00,1205.00,14917.00,2260.00,13538.00,1535.00,13451.00
Aug-10,August,8,2010,0.01293,1800.00,4452.00,3497.00,2993.00,4227.00,38.00,154.00,25.00,88.00,79.00,1448.00,2783.00,2083.00,3450.00,1560.00,4133.00,3520.00,2307.00,13.00,50.00,4200.00,1800.00,44.00,33.00,1420.00,4347.00,44.00,1812.00,8501.00,1387.50,71.20,50.00,30.00,1330.00,11300.00,46.00,8500.00,2302.00,10664.00,1960.00,15860.00,2075.00,1390.00,11821.00,2382.00,14053.00,1540.00,13467.00
Sep-10,September,9,2010,0.01286,1733.00,4400.00,3669.00,2904.00,4008.00,38.00,160.00,30.00,93.90,81.90,1197.00,3000.00,1821.00,4733.00,1600.00,5760.00,3195.00,2843.00,13.00,50.00,4050.00,1800.00,46.29,32.00,1280.00,4324.00,45.00,2098.00,8678.00,1350.00,65.00,50.00,32.00,1320.00,11200.00,48.00,7500.00,2883.00,10500.00,1980.00,14166.00,2477.00,1452.00,14312.00,2451.00,8765.00,1542.00,13472.00
Oct-10,October,10,2010,0.01285,1600.00,4450.00,3270.00,2885.00,4055.00,38.00,182.00,34.00,94.50,88.90,1200.00,4400.00,1867.00,1867.00,1688.00,5200.00,3421.00,2189.00,14.00,60.00,3600.00,1800.00,44.00,30.00,1205.00,4533.00,45.00,2113.00,8766.00,1350.00,61.90,52.00,33.80,1300.00,11000.00,50.00,16860.00,2673.00,10500.00,1818.00,11520.00,2498.00,1445.00,16660.70,2563.00,12525.00,1547.00,13523.00
Nov-10,November,11,2010,0.01296,1600.00,4455.00,2710.00,2975.00,4000.00,38.00,187.00,34.00,98.50,89.30,1210.00,3990.00,1777.00,1842.00,1800.00,4990.00,3455.00,2250.00,18.00,60.00,3100.00,2100.00,44.70,32.00,1510.00,4310.00,47.00,2175.00,8835.00,1547.00,66.00,54.00,25.00,1300.00,10000.00,50.00,14150.00,2599.00,9500.00,2100.00,#N/A,2320.00,1324.00,15833.00,3361.00,8120.00,1560.00,13550.00
Dec-10,December,12,2010,0.01287,1792.00,4752.00,2612.00,2764.00,4400.00,39.00,192.00,34.00,94.03,87.46,1233.00,4025.00,1712.00,1808.00,2000.00,5156.00,3204.00,2386.00,16.00,60.00,3400.00,2700.00,42.29,32.00,1600.00,3816.00,49.00,1933.00,8057.00,2418.00,65.00,54.00,30.00,1200.00,8000.00,50.00,13150.00,2493.00,6400.00,1900.00,#N/A,1169.00,1370.00,12413.00,2489.00,10000.00,1571.00,13610.00
Jan-11,January,1,2011,0.01278,2000.00,4730.00,2979.00,2888.00,4500.00,38.00,196.00,34.00,98.08,91.00,1390.00,4780.00,1780.00,1700.00,2031.00,5320.00,3300.00,2438.00,17.00,60.00,3200.00,2700.00,44.00,38.00,1710.00,4229.00,44.00,1683.00,7382.00,2700.00,70.72,48.00,35.00,1150.00,7000.00,50.00,12000.00,2415.00,4800.00,1500.00,4287.00,1028.00,1265.00,8807.00,2352.00,11200.00,1480.00,13152.00
Feb-11,February,2,2011,0.01269,2087.00,4677.00,3313.00,2990.00,4500.00,38.00,210.00,30.00,102.44,94.53,1777.00,5670.00,2207.00,1800.00,2041.00,5280.00,3420.00,2467.00,17.00,70.00,4000.00,2700.00,42.60,36.00,2137.00,4482.00,51.00,1586.00,7027.00,2700.00,78.00,49.00,35.80,1130.00,7000.00,55.00,12000.00,1915.00,4600.00,1450.00,4246.00,1233.00,1274.90,12937.50,2297.00,10800.00,1430.00,13000.00
Mar-11,March,3,2011,0.01202,2210.00,5185.00,5410.00,2948.00,4550.00,40.00,215.00,32.00,111.17,107.52,2072.00,6109.00,3454.00,3257.00,2454.00,5880.00,3925.00,2714.00,22.00,70.00,6100.00,2700.00,46.00,36.00,2250.00,5365.00,52.00,1510.00,6696.00,2947.50,87.00,50.00,35.00,1119.00,6800.00,55.00,11750.00,1930.00,4550.00,1191.00,3600.00,1800.00,1326.00,17750.00,2279.00,9087.00,1445.00,13340.00
Apr-11,April,4,2011,0.01207,2500.00,7287.00,5330.00,3000.00,4600.00,40.00,225.00,30.00,115.35,108.02,2317.00,7650.00,3760.00,2655.00,2800.00,6300.00,4253.00,3200.00,30.00,80.00,5800.00,2700.00,54.90,44.00,2593.00,6373.00,54.00,1484.00,6302.00,3150.00,93.00,52.00,33.30,1115.00,6800.00,57.00,11750.00,2040.00,6300.00,1419.00,6111.00,2122.00,1416.00,12333.30,1837.00,13067.00,1449.00,13351.00
May-11,May,5,2011,0.01188,3193.00,7127.00,3588.00,3000.00,4187.00,40.00,230.00,30.00,114.93,106.30,3103.00,8700.00,3600.00,2660.00,3547.00,7887.00,4452.00,3573.00,45.00,85.00,4933.00,2700.00,60.00,44.60,3207.00,6173.00,57.00,1469.00,6106.00,3150.00,110.00,55.00,39.00,1026.00,6600.00,58.00,10000.00,1960.00,7186.00,1500.00,9800.00,2010.00,1510.00,13000.00,1898.00,8945.00,1464.00,13503.00
Jun-11,June,6,2011,0.0114,3800.00,6285.00,2660.00,3275.00,4400.00,40.00,230.00,30.00,115.14,107.16,3800.00,9000.00,1540.00,5400.00,4620.00,7600.00,3500.00,4370.00,46.00,85.00,3450.00,2700.00,64.00,45.60,3800.00,5500.00,59.00,1388.00,5872.00,3465.00,140.00,56.00,36.70,1010.00,6500.00,58.00,12500.00,2023.00,6455.00,1440.00,3150.00,2100.00,1322.65,12416.60,1865.00,8945.00,1471.00,13620.00
Jul-11,July,7,2011,0.01125,4225.00,4945.00,1875.00,3720.00,4600.00,41.00,225.00,30.00,115.16,106.21,4225.00,6660.00,1000.00,4669.00,4800.00,7020.00,3375.00,4220.00,45.00,85.00,2767.00,3000.00,74.80,53.00,4030.00,5170.00,63.00,1237.00,3569.00,3600.00,125.00,57.00,37.00,1000.00,6300.00,59.00,15000.00,2050.00,6240.00,1320.00,5107.00,2763.00,1388.00,13000.00,1733.00,9141.00,1404.00,13112.00
Aug-11,August,8,2011,0.01093,3540.00,5487.00,2343.00,3727.00,4600.00,40.00,237.00,30.00,117.49,108.57,3201.00,6000.00,1000.00,2250.00,3867.00,7009.00,2583.00,3613.00,39.00,86.00,2950.00,3600.00,72.70,59.20,3132.00,5733.00,63.00,1219.00,3414.00,3870.00,119.00,58.00,37.50,980.00,6200.00,59.00,15000.00,1695.00,5420.00,1280.00,7524.00,2475.00,1425.00,21000.00,1879.00,7521.00,1386.00,12805.00
Sep-11,September,9,2011,0.01054,3096.00,6846.00,2862.00,3600.00,4600.00,42.00,250.00,33.00,119.12,109.55,2976.00,5706.00,1212.00,2424.00,3280.00,6848.00,3354.00,3596.00,41.00,75.00,3133.00,3600.00,65.60,62.20,2980.00,6344.00,65.00,1177.00,3323.00,4050.00,116.00,60.00,#N/A,960.00,6150.00,60.00,21233.00,1847.60,4850.00,1100.00,#N/A,#N/A,1519.65,15750.00,1804.00,7731.00,1358.00,12510.00
Oct-11,October,10,2011,0.01,3059.00,5918.00,3379.00,3600.00,4600.00,43.00,240.00,33.00,119.12,109.55,2725.00,6330.00,1810.00,3000.00,3200.00,7200.00,3984.00,3600.00,41.00,78.00,3800.00,4500.00,64.00,55.00,3015.00,5275.00,67.00,1751.00,8971.00,4275.00,110.00,63.00,#N/A,1100.00,6500.00,60.00,9000.00,2111.00,6100.00,1830.00,#N/A,#N/A,1515.00,13625.00,1604.00,7937.00,1340.00,12482.00
Nov-11,November,11,2011,0.01081,3200.00,5580.00,3588.00,3680.00,4680.00,40.00,250.00,33.00,122.32,112.62,2844.00,6371.00,2148.00,4608.00,3520.00,7093.00,4460.00,3600.00,41.00,78.00,4100.00,4500.00,64.23,53.00,3284.00,6520.00,71.00,2155.00,10512.00,4086.00,113.00,#N/A,#N/A,1300.00,8000.00,65.00,8000.00,2068.00,#N/A,#N/A,#N/A,#N/A,1592.00,11777.00,2023.00,7081.00,1371.00,12564.00
Dec-11,December,12,2011,0.01171,3200.00,5666.00,3702.00,3676.00,6751.00,40.00,250.00,35.00,121.60,112.64,2920.00,5321.00,2045.00,3798.00,3584.00,6464.00,4282.00,3600.00,43.00,88.00,4000.00,4500.00,64.58,53.75,3234.00,4751.00,74.00,2611.00,10717.00,4050.00,104.00,#N/A,35.00,1464.00,9991.00,50.00,16000.00,2332.00,#N/A,#N/A,10000.00,2800.00,1976.00,17500.00,2632.00,10411.00,2200.00,15400.00
Jan-12,January,1,2012,0.01176,3160.00,5340.00,4685.00,3790.00,4700.00,43.00,250.00,35.00,111.64,106.60,2800.00,5400.00,2140.00,3600.00,3600.00,6455.00,4730.00,3630.00,42.00,72.00,5200.00,4500.00,61.35,50.90,3020.00,5470.00,76.00,2744.00,11701.00,4050.00,106.00,61.50,33.00,1845.00,12667.00,60.00,17950.00,2953.00,8120.00,2610.00,11000.00,2350.00,2094.00,14000.00,2417.00,13952.00,2040.00,15000.00
Feb-12,February,2,2012,0.01221,2945.00,5780.00,4200.00,3800.00,4700.00,43.00,250.00,39.00,111.51,105.21,2650.00,5400.00,2315.00,3600.00,3500.00,6530.00,5050.00,3500.00,38.00,72.00,4000.00,2650.00,56.00,44.10,2830.00,5170.00,76.00,2854.00,15540.00,3960.00,105.00,60.80,30.00,1845.00,12876.00,50.00,16567.00,2700.00,8090.00,2670.00,12110.00,2840.00,2070.00,18000.00,2801.00,18821.00,2020.00,14500.00
Mar-12,March,3,2012,0.01225,2690.00,5950.00,4845.00,3545.00,4700.00,45.00,250.00,45.00,115.10,106.96,2560.00,5670.00,2585.00,3600.00,3200.00,6800.00,5400.00,3440.00,37.00,76.00,4800.00,2700.00,54.98,49.12,2665.00,5905.00,78.00,3011.00,15691.00,3105.00,102.00,61.50,#N/A,2375.00,13675.00,50.00,19000.00,2738.00,8800.00,2720.00,12680.00,2900.00,1952.95,16500.00,2951.00,15000.00,2500.00,14900.00
Apr-12,April,4,2012,0.01218,2775.00,6075.00,4856.00,3375.00,4700.00,48.00,230.00,48.00,116.80,107.88,2800.00,7334.00,3450.00,3758.00,3800.00,6860.00,5350.00,3660.00,37.00,78.00,5200.00,2700.00,60.13,50.54,2885.00,6165.00,78.00,3122.00,16517.00,2700.00,118.00,62.00,32.60,2600.00,14660.00,45.00,19500.00,2531.00,9480.00,2920.00,13200.00,3150.00,1809.00,15200.00,3123.00,14120.00,2900.00,16500.00
May-12,May,5,2012,0.01205,3682.00,6370.00,5122.00,3353.00,4884.00,48.00,230.00,43.00,119.82,108.62,3432.00,8784.00,4395.00,6750.00,4400.00,7480.00,6000.00,4000.00,41.00,78.00,5180.00,2700.00,58.75,44.50,3500.00,6350.00,79.00,3350.00,17131.00,2822.00,125.00,62.00,35.00,2799.00,14800.00,40.00,19988.00,2817.00,14000.00,3370.00,15380.00,3640.00,2020.00,15000.00,3279.00,14000.00,3000.00,17000.00
Jun-12,June,6,2012,0.01198,3650.00,6240.00,4070.00,3700.00,5280.00,46.00,233.00,40.00,108.46,97.50,2960.00,8800.00,2740.00,5693.00,4280.00,7230.00,4896.00,4000.00,41.00,83.00,5133.00,3300.00,58.65,52.94,3375.00,6820.00,79.00,3465.00,18483.00,3300.00,116.00,62.00,32.50,2608.00,14000.00,40.00,20000.00,3014.00,14150.00,3495.00,18917.00,3958.00,1954.00,19500.00,3002.00,13560.00,#N/A,#N/A
Jul-12,July,7,2012,0.01208,3615.00,5290.00,2995.00,3600.00,5400.00,40.00,233.00,35.00,106.48,97.09,2870.00,7718.00,2430.00,3713.00,4000.00,6745.00,3800.00,3560.00,,,3800.00,4050.00,68.20,50.10,3303.00,5289.00,80.00,3801.00,18535.00,3958.00,106.00,63.00,32.00,2448.00,13550.00,38.00,21000.00,3104.00,14080.00,3270.00,19200.00,4383.00,1867.00,20000.00,3214.00,13112.00,#N/A,#N/A
Aug-12,August,8,2012,0.01211,3327.00,5150.00,3276.00,3061.00,5397.00,40.00,233.00,35.00,106.48,97.09,3044.00,7272.00,1521.00,3852.00,3880.00,6332.00,3836.00,3796.00,42.00,81.00,3800.00,4500.00,62.55,51.60,3140.00,5208.00,80.00,4137.00,19684.00,3494.00,116.00,65.00,#N/A,2600.00,13550.00,38.00,21000.00,2845.00,14020.00,3210.00,#N/A,#N/A,1928.00,17500.00,3332.00,12125.00,2950.00,17600.00
Sep-12,September,9,2012,0.01201,2998.00,5356.00,3505.00,3693.00,5000.00,40.00,233.00,30.00,108.95,101.07,2760.00,6908.00,1783.00,4500.00,3370.00,6200.00,4484.00,3320.00,42.00,84.00,4145.00,4500.00,66.00,51.24,2955.00,5369.00,80.00,4664.00,21478.00,3600.00,116.00,68.00,30.00,2422.00,13000.00,40.00,21000.00,2988.00,13770.00,3030.00,18600.00,4600.00,1983.00,20571.00,2900.00,12125.00,3000.00,17650.00
Oct-12,October,10,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-12,November,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-12,December,12,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan-13,January,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-13,February,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-13,March,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-13,April,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-13,May,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-13,June,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-13,July,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug-13,August,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-13,September,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-13,October,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-13,November,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-13,December,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,